Date,Review,Score
"Jul 13, 2023","good action, not memorable. ",NEGATIVE
"Jul 13, 2023",Jason Momoa's character is the only thing that kept me entertained. I don't know why I keep coming back to watch these unrealistic stunts I guess I'm trying to see it to the end.,NEUTRAL
"Jul 13, 2023","Fast cars that sometimes defies the laws of physics, not bad I guess.",NEUTRAL
"Jul 12, 2023","Very entertaining and fast-paced. Not Oscar-quality by any means, but that isn't why  we watch these movies. Overall a fun movie.",NEUTRAL
"Jul 12, 2023","Tired of the same old family theme, bad guys becoming good guys, characters coming back from the dead plots. 
However, Jason Momoa's character is what makes this movie fun.  He is fun, wicked and insane (although looks fat at times). His motive for revenge against the gang that robbed and murdered his father is justified, making me (and probably other audience)   root for him throughout the movie, and enjoy watching this villain (or is he an antihero?) kicking Toretto's butt.",NEUTRAL
"Jul 12, 2023",Entertaining but unbelievable,NEGATIVE
"Jul 12, 2023",Just stop already who's still watching this ship,NEGATIVE
"Jul 12, 2023",Jason Mamoa was a welcome refreshing perfect villain.  The action scenes are always what we come for but Jason had us rooting for the Villian at times.,POSITIVE
"Jul 12, 2023",This is the worst thing that happened to me.  I left the theater half an hour after the movie started.,NEGATIVE
"Jul 12, 2023",They should just make him super man or sell the franchise to bollywood because fast and furious are getting seriously ridiculous,NEGATIVE
"Jul 12, 2023",Great action packed movie! I hope Dom and the rest of the crew can take down Donte Reyes. And welcome back Dwayne Johnson and Gal Gadot!!,POSITIVE
"Jul 12, 2023","Pienso que estas peliuclas las están alargando bastante, hasta el punto donde puede que no hay una trama en especifico, o nueva en general, lo cual la hace muy repetitiva, o eso siento yo, pero el villano maníaco de Jason Momoa le da una sacudida a la franquicia.",POSITIVE
"Jul 11, 2023",The tenth installment actually got lots of things happening right away as it is just the beginning and the continuity of the so-called ridiculous franchise. But it could still holds up to become an enjoyable ride,POSITIVE
"Jul 11, 2023","It is better than the previous movie and has some of the best characters in the whole franchise. Though it can be a little wild, it is in a good way!",NEUTRAL
"Jul 11, 2023",this is a funny movie,POSITIVE
"Jul 11, 2023",This movie was ok after the 7th movie it is kinda lack luster at best it had good action moments. The only thing is the move is less about cars than  the fi1sr 2nd and Tokyo,NEUTRAL
"Jul 10, 2023","I was expecting outrageous and unrealistic together with great action and FAMILY, and I got it.;
Casting->4.5  
Characters->4.0   
Character Development->3   
Story->3   
Action->5  
Score->3.9",POSITIVE
"Jul 10, 2023","I kinda liked this movie personally, but, I was very disappointed at the ending… I felt like the movie was missing something and It was too long, but somehow, was very fast paced, Which I genuinely hate. I like average-paced movies with an average runtime. I wouldn't have mind if the movie was longer but, at least, Make it average paced. The whole film felt like it was just action ON ACTION ON ACTION. At one point, I even fell asleep. But, Anyways, the action scenes were okay, I liked the some of the characters humors. But some, it was very cringey and hard to watch. Above all, THE ENDING IS SO BAD. Like, how did everyone just die? And also the cliffhanger and the random appearance of Gal Gadot made me felt like I wasted 12 dollars just to watch a pilot episode of an action TV show. A 2 AND A HALF HOUR ONE WITH THE WORST CLIFFHANGER I'VE SEEN IN HISTORY. So, yeah, I hope you enjoyed or hated my review. Be sure to stay safe. X.",NEUTRAL
"Jul 10, 2023","The first 3 fast and furious movies were great, since then each one has gotten worse and worse. Jason momoa is horrible in fast 10, talk about trying to hard.",NEGATIVE
"Jul 10, 2023","Great action, technology and cars",POSITIVE
"Jul 9, 2023","Felt like I paid all the money to say half of a movie, and nobody warned me beforehand. The worst thing is the half I saw was boring, predictable, self-righteous, devoid of any drama and not inventive at all. If anyone really wants to see this movie, better wait to rent it on Redbox for $2. Me personally, I am very disappointed, and not interested to see the other half, unless it's free or shown on my streaming channel.",NEGATIVE
"Jul 9, 2023","O filme não é ruim, segue o mesmo script de todos os outros de toda franquia, impressiona nos efeitos especiais. Então se quer ver um filme fácil sem precisar usar tanto a cabeça é o melhor..",NEGATIVE
"Jul 9, 2023","It was a great mix of cars and action, although, for me the franchise played out after the seventh movie and now it's mostly prolonging. For me Jason Momoa's casting was the greatest decision made for the movie. It was pretty decent given the circumstances of the whole franchise.",POSITIVE
"Jul 9, 2023",This movie was hilarious. A ridiculous Fast movie is ALWAYS a fun watch. Jason Momoa was really good in this in particular.,POSITIVE
"Jul 9, 2023","As the Fast and Furious franchise stands, it has progressively decreased in believability and overall entertainment. Straying too far from its roots as a series based on racing, Fast X is just another action movie that tries too hard to cater to a fantastical aspect of Mission Impossible. 
While it may carry itself as a high stakes, fast paced action movie - to which it does well - the convoluted criss-crossing of stories and the extensive list of associated characters make the movie more of a puzzle than it needs to be. 
Overall, Fast X was more of a Mission Impossible movie than a Fast and Furious movie.",NEGATIVE
"Jul 9, 2023",The ending SUCK!!!!!,NEUTRAL
"Jul 9, 2023","Really fun movie, that's it",POSITIVE
"Jul 8, 2023",Liked n loved the movie was awesome amazing  great,POSITIVE
"Jul 8, 2023","Its just a fine movie. That's really all it has going for it, everything's so rushed but hey, if you like seeing things blow up and struggle with sentence comprehension you'll love this film.",NEUTRAL
"Jul 7, 2023",Crazy and fantastic experience in cinema while watching this movie,POSITIVE
"Jul 7, 2023","Yes, a lot of action, and the first part of the action sequence was borrowed from a previous movie.  I am sure that some writer throught it was great to include the action scene from a previous movie, as a flashback, fill-in section.  To me it was a cheap way to fill-in a movie time line, and saving money on the film.  In other words, action for cheap.  The plot seemed disjointed, and I DEFINITELY did NOT like the ending.",NEGATIVE
"Jul 6, 2023",It's not the fast and furious it used to be,NEGATIVE
"Jul 6, 2023","Love these movies, but I don't know that the 2 part format is best for this series. Felt stretched at times. Additionally, they need to address the Brian O'Conner situation. I understand the feelings and respect associated with Paul Walker, but the character deserves better than just being off screen. Brian would not sit on the sidelines, and his continued absence continues to degrade each sequel.",NEUTRAL
"Jul 6, 2023",Absolutely loved this movie!! Great from start to finish.,POSITIVE
"Jul 6, 2023",Hated 9 but loved 10. They brought the fun back and created a villain that is just too fun to watch. Over the top and crazy as expected but a true rollercoaster of a ride!,POSITIVE
"Jul 6, 2023","The action in this film is so dumb, like its not realistic at all and the acting is terrible",NEGATIVE
"Jul 6, 2023","Wtf i do not know why i am so stupid because of going to watch this whether the real story ended years ago, now it is just a nice story, but are the new films into the real and DNA story of this?",NEGATIVE
"Jul 6, 2023","The Answer to the Question: ""How bad can we make a movie?"" That was so cringey my molars are as flat as chiclets. 

The Answer to the Question: ""Can we make a movie that makes people want to self-harm?"" I fisted myself twice to distract myself from the pain of wanting to put out my eyes! 

The writer's strike totally makes sense.",NEGATIVE
"Jul 6, 2023",Its another great car crashing unbelievable movie just like all the rest. It has twists and turns.,POSITIVE
"Jul 6, 2023",Fue una de las únicas películas que me motivó ir al cine. Tal vez tiene un exceso  de acción pero 100% entretenido.,POSITIVE
"Jul 5, 2023",This film is good but this series has been overblown. Though it is a much better watch than fast 9 and relates back to previous films is a good story . There is definitely something missing from this film . Jason Mamoa is very unconvincing as a villain he's just not believable as a villain . His performance can best be described as a parody of Joaquin phoenixs joker. The rest of the film is great although this Franchise is tapped out and needs a break . Unfortunately with fast 11 and 12 already announced it's going to be a while before we get that break .,NEUTRAL
"Jul 5, 2023","Brie appearance in the movie ruined whole movie. 
Movie in general is not interesting at all, idiotic dialogs and creativity at all.
Not recommended movie.",NEGATIVE
"Jul 5, 2023",I have always been a fan of this series,POSITIVE
"Jul 5, 2023",I definitely will watch it 2nd time!,POSITIVE
"Jul 5, 2023","I'm a long time fast & furious fan, & this one lacked a subsequent story line & was lame at best.  A very big disappointment!",NEGATIVE
"Jul 4, 2023","Great popcorn flick!  Went into it knowing it was Part 1 of a two-parter, so the cliffhanger ending didn't surprise me.",POSITIVE
"Jul 4, 2023",great action.  storyline was so-so.  mamoa was the only fun character.  Above all.  no ending.  cliffhanger no ending.  boo!  put part 1 in the title if you aren't giving me a proper ending.,NEUTRAL
"Jul 4, 2023",These movies need a reboot of some kind.  It felt like watching 10 different scripts put together with tape…loose tape.   I love a good action movie and somethings that perhaps stretch reality but this is full of nonstop stunts that just defy physics to all degree.  Classic dodge chargers falling out of planes on to the street in mint condition as an example is almost comical..and its 2.5hrs of this kind of thing.  Have been a fan of the franchise…but at this point the story is played out.  Reboot. Rethink.  Lets Go.,NEGATIVE
"Jul 4, 2023",Best & Exiting Movie,POSITIVE
"Jul 4, 2023",I'm tired of the diesel everybody is the same they tried but just not a good movie …,NEGATIVE
"Jul 4, 2023","It is a trip down a memory lane of plot twist, cameos and callbacks to previous films, elevated mainly by Jason Momoa's crazy performance as the villain Dante out for revenge upon Dom and his ‘family'. Other than that it is all the usual high-energy action and unrealistic car chase scenes, set to a pumping soundtrack, which makes it actually kind of fun.",NEUTRAL
"Jul 4, 2023",If you need the thrill of speed should watch this series of movies,POSITIVE
"Jul 4, 2023","The most ridiculous movie. horribly written, produced and with that star power they couldn't pull off a remotely entertaining movie. God Awful...",NEGATIVE
"Jul 4, 2023",Love love loved it! Going back again tomorrow to watch it again with my son.,POSITIVE
"Jul 4, 2023",I knew it would be over the top kind of action but everything was just cheesy and and kind of dumb. Glad my brother paid for the money and not me.,NEGATIVE
"Jul 4, 2023","I think  this franchise jumped the shark in Fast 9. I wanted to like it, but so many action scenes were completely absurd and unbelievable. I like the actors but story and action scenes  were awful.",NEGATIVE
"Jul 4, 2023","Great action, great suspense,loved the characters. Can’t wait to see the next sequel",POSITIVE
"Jul 4, 2023",Lots of great actors and actresses in the genre of this movie. Lots of action and excitement. Lots of believable action such as a young boy jumping from one car to another while the cars are spinning at high speed. Who could not like this high action packed movie.,POSITIVE
"Jul 3, 2023","As a fan who has been a part of this since the beginning it's just a letdown. Should have been the last one, will definitely be the last one I pay to see in a theater.",NEGATIVE
"Jul 3, 2023","Cómo fan de la saga está pelicula me encantó, las escenas de acción son increíbles, la actuación de Jason Momoa es muy buena e interpreta demasiado bien el papel de villano, los chistes muy buenos también, en fin todo es perfecto, me hizo sentir muchas emociones a lo largo de la película y ni hablar de como me dejó el final, superó por mucho mis expectativas, simplemente me encantó y fue la mejor película que ví en el año, no intentes verle el sentido a la película o a las escenas de acción intensa, solo disfrútala.",POSITIVE
"Jul 3, 2023",Really ridiculous movie,NEGATIVE
"Jul 3, 2023",That movie was a waste of time,NEGATIVE
"Jul 3, 2023",Must see the 2023 movie.,POSITIVE
"Jul 3, 2023","What a movie! It manages to blend action with emotion flawlessly. This franchise never disappoints, and what an ending! I hope the next film surpasses this one and closes it off with a bang.",POSITIVE
"Jul 3, 2023","Fast X estuvo demasiado chistosa 🤣
Hay escenas de acción que siguen desafiando a toda costa las leyes de la física; un elenco bastante extenso y con muchas más explosiones. 
Con una trama bastante meh' jajaj pero cumple con lo que ofrecía.",NEUTRAL
"Jul 3, 2023","I really have no idea what the heck I just watched. Vin diesel ruined all these last 7-8 movies. The only one worth a crap is the very first. This one by far takes the cake as most cringe, far fetched, unbearably hard to watch movie in the series. Oooo I'm vin diesel I'm going to walk around flexing the entire movie with my fists balled up and mention family one thousand times with terrible flash backs. This movie was so bad, not even getting all these decent/ good actors in the movie could make it better. Seriously though when did EVERYONE LEARN TO FIGHT NOW?! I mean seriously every single person can beat up trained mercenaries?! What the f**k is that?! None of the story line is convincible at this point it's all just random B.S. Long story short this movie is terrible and your ""family"" shouldn't waste their time watching it.",NEGATIVE
"Jul 3, 2023","There is so many things wrong with this movie, 
Even a low budget/new graduate director and story writer  could do better directing and story writing .. tasteless ..",NEGATIVE
"Jul 3, 2023","Some good effects, Diesel couldn't act his way out of a paper bag. Jason Momoa and Alan Ritchson still the show with good performances, and hit looks.",NEGATIVE
"Jul 3, 2023",great but has a part 2 to follow..,POSITIVE
"Jul 3, 2023","It's a F&F movie. After spending the entire runtime bringing back old characters, they let you know they're doing another one.",NEUTRAL
"Jul 3, 2023","It was a fairly decent movie coming from someone who loves action movies. This was heavily packed with action but the directors didn't think ahead of action. Jason Momoa's role was miraculously played and kept me on the edge of my seat throughout the movie, but the movie itself wasn't that good.",NEGATIVE
"Jul 3, 2023",la saga tuvo un rumbo equivocado que asco de película,NEGATIVE
"Jul 2, 2023","Villain is a combination of the Joker and Luther from Batman. Tiring character.  Typical fun ride. Unfortunately, a terrible cliff-hanger ending. Calling the movie a Part 1 would have given a heads up instead of a disappointment.",NEUTRAL
"Jul 2, 2023",I can't believe this is 56%. It should be at least 57%. All joking aside the movie has some fast action scenes. I enjoyed it.,POSITIVE
"Jul 2, 2023","I understand the ""fast"" franchise is about mindless action but if the narrative itself and written is bad then it can really become unwatchable. And unfortunately this is what I felt with fast X. The writing, the plot was so bad. I would maybe give it a star and a half for Jason Mamaoas performance.",NEGATIVE
"Jul 2, 2023","pitié, achevez les et qu'on en finisse avec cette série de films.",NEGATIVE
"Jul 2, 2023","Absolutely the worst film iv seen,acting is terrible . Brought it and i wish i didn't bother. If your between the age of 13-16 u might enjoy it",NEGATIVE
"Jul 2, 2023",It was a decent Fast installment. Lots of action to keep you entertained and Vin and the rest of the crew did their thing well. The one thing I couldn't stand about the movie was Jason Momoa and his over the top flamboyance. Just felt like too much and extremely off-putting. I thought John Cena would go down as the worst character in the franchise but Cena was almost a breath of fresh air compared to Momoa. Momoa is corny and cringe throughout the movie.,NEUTRAL
"Jul 2, 2023","It's electrifying! The cliffhanger ending was a great move, it leaves you craving for more of the action. I was tired of the Fast franchise ending the same way ""family BBQs"". I can't wait for the last one next year!!!",POSITIVE
"Jul 2, 2023","Very entertaining and some good messages. Fast cars , hot girls and lots of action as you would expect, but well done and some substance as well ",POSITIVE
"Jul 2, 2023",엄청난 스케일의 액션이 가득한 영화입니다! 매우 재밌게 봤습니다!,POSITIVE
"Jul 2, 2023","Not bad, but ends on a cliffhanger and not as good as other recent entries in the series.",NEUTRAL
"Jul 2, 2023",I'm a huge fast and furious fan. Having said that this one missed the mark. It's more silly than it is good. It's sad to see how far this franchise has fallen.,NEGATIVE
"Jul 2, 2023","Full action from the start of the film, Fast X does not leave you wanting more. Great cast chemistry and plot connections to previous Fast & Furious films. Chase scenes are fresh and exhilarating. The ending was abrupt but looking forward to part 2.",POSITIVE
"Jul 2, 2023","Alot of intense action, Cameo actors unexpected

Didnt care for the ending tho !",POSITIVE
"Jul 1, 2023",Fantastic stunts and action. Great lineup of actors. Just what I expected from the Fast franchise.,POSITIVE
"Jul 1, 2023","it's good, decent watch, the movie moved along pretty quick which was nice. definitely go during a discounted price.",NEUTRAL
"Jul 1, 2023","Directo: lejos de la época de gloria de las primeras películas pero así y todo me gusto. Sabemos como va a ser esto, sabemos que cada escena con un auto va desafiar las leyes de la física pero igual la disfrute; en cuanto a historia y ritmo esta me pareció muchísimo mejor que al menos las 3 ultimas (ni hablar de la nefasta novena parte que prefiero no recordar). Mas que nada hay algo que destaca demasiado acá y es el villano: Jason Momoa es extraordinario y se come la pantalla en cada escena que aparece, logra ser intimidante y divertido a la vez. Ahora si tengo algo de expectativa de ver como sigue esto.",NEUTRAL
"Jul 1, 2023",Masterfully written - great cliffhanger can't wait for Xl,POSITIVE
"Jul 1, 2023",Love the action like always.,POSITIVE
"Jun 30, 2023","Posing cars, posing women. Actors reading lines like ""my line is this"", your line is that. Instagram:the movie. Completely vapid L.A rubbish. At least there wasn't any L.A vocal fry.",NEGATIVE
"Jun 30, 2023",The good guy destroys the neighborhood. Sends off a bomb. Kills or injured a lot of innocent people . I'm glad he didn't come t my neighborhood. After that I stopped watching this really bad movie. It can only get stupider,NEGATIVE
"Jun 30, 2023","Not best movie form franchise, neither the worst. Jason Momoa saves some parts.",NEUTRAL
"Jun 30, 2023","what a load of crap, waste of time",NEGATIVE
"Jun 30, 2023",The movie was really good but the ending left a lot of unanswered questions.  I think its set up for another movie.,POSITIVE
"Jun 30, 2023","More of the same, but shouldn't it be?",NEUTRAL
"Jun 30, 2023","Today in bad movies that are good, this is one of those! Jason Momoa really steals the show and if it wasn't for him, this movie would have nothing to offer other than the usual nonsense... At what point did they lose their way? Go to the movies, enjoy this passion and eat lots of popcorn and soda!",NEUTRAL
"Jun 30, 2023",So much better than the last film. More cars and less outer space. Love seeing all the old characters.. feels like all the family will be in the final film.,POSITIVE
"Jun 30, 2023",This movie was amazing fantastic I mean I heard lot of miss feeling about this movies to fans but I was shocked how good of villain Jason Momoa was I was surprised to see him take role of fantastic villain one of tough bad guys for Toretto team put a lot of effort in this movie I will say this you might not agree with me on this but this my opinion there where some family parts but not as much family time than last time but a lot of racing this movie but they where trying to keep Brian safe although Jacob Toretto isn't out of woods yet but I am not so sure he dead because Han was able to be saved by mr Nobody but we will not know if mr nobody's saved Jacob when he was driving the Cannon car this a possibility he was able to kick the door open jumped out jumped in one of mr nobody getaway cars he might be in safe house somewhere or with mr nobody to try and get the CIA to be on Toretto crew side but also try to get rid of that police guy who sadly turn his back because I didn't see this in movie but Dom Toretto said is last words before the movie ended that he forgot about one thing his car which makes me believe Dom Toretto has kept his electric muscle car a secret but I could be wrong about Jakob it could happened or he is confirmed dead but we will see if he pops out in fast and furious 11 but I saw something twitter that they might split this final in to three parts which this franchise would get total of 12 movie which is to much I do agree should stop making this movies but if you think of its way to give all the actors more money plus extra movie because the producer asked Vin Diesel what will happened to Dominic Toretto character in future if they want to make fast X trilogy they should because if they already thinking of making Hobbs and Shaw 2 they should make 12 fast and furious movies because they brought Dwayne Johnson back to help bring down Jason Momoa. Which we need three movies because they won't be able to defeat Jason Momoa part 2 because now he has partner it will take at least three part finals to in order we all need to understand when Cipher was bad guy so if she had played villain for three movies so far than Jason Momoa villain should be equal amount of movies of being villain his character hasn't been villain so story hasn't ended up so I hope producer does decide to make three parts in my arrogant opinion that the actors need third movie because right now the screenwriter are having hard time getting paid if they make three movies then they could get more money with making three parts because that would give the actor more money after third movie all actors can enjoy celebrating 12 years of making movie franchise!. So don't because angry or frustrated if Louis Leterrier decide to make this finale split in to three parts instead of original idea of three parter because that's the only way they can make more money that it would help stop causing worldwide problems like delaying favorite TV and new movies that are so pose come out so let the Screenplayers to what they want because they don't make lot of money they might go on strike if this doesn't happens this message goes out to all the movie critics out there that it's tough for people to make movie these past few years with inflation with food and gas prices go way up to extreme level of prices which means lot of people need gas to get to the studio which they can't do it if they don't get paid extra for making movies so they need new contracts so they need to make deal that both people won't be happy about the agreement but it's way that both people studio also including screenplayers both get there way because that's all Airline companies and there pilots and their flight attendants to keep there service so that's all I am going to say so this movie is must watch. Thank for your time to read my review for fast X.,POSITIVE
"Jun 30, 2023","I quit watching the fast and the furious franchise around #5, it just got way to silly and over the top for my liking. I went to watch this movie and yet again I wasn't impressed. Jason Momoa is one of my favorite actors currently and he looked like he was having a blast on this set, however the corny, childish and silly characteristics they gave him on this movie just completely took me out. It was extremely hard to see him menacing at any time because of his little child like mannerisms. I should have just waited for it to stream, knowing what I know now I would never have allowed myself to red box this movie much less go to the theater to watch.",NEGATIVE
"Jun 30, 2023","After two decades and ten installments, the Fast and Furious franchise has strayed far from its thrilling original and delved into the realm of the ludicrous. The repetitive plot lines and unrealistic car stunts have become tedious. Vin Diesel and the rest of the cast, resurrected or new, are hardly doing any acting anymore and look like a bunch of adults playing pretend. The movie lost its emotional core after the seventh part, and every sequel that came after has been unintelligent and derivative. The fact that three more films are in the works shows Hollywood's greed for creating mindless cash grabs.",NEGATIVE
"Jun 30, 2023",It's really exciting to watch. It's very beautiful. I recommend everyone to watch it.,POSITIVE
"Jun 30, 2023",Will say not the best in series but was better than IX.,NEUTRAL
"Jun 30, 2023",Even worse than the last one. Way to crash and burn an almost infallible franchise,NEGATIVE
"Jun 30, 2023","I watch these movies with so much loyalty I literally just don't get people who criticise them, sure sometimes the flying cars can get a little overwhelming but I'm gonna stick it out with them, family❤And I genuinely think Fast X is so much better than fast 9",POSITIVE
"Jun 30, 2023","After the ludicrous F9, Jason Momoa steals the show as the flamboyantly vicious villain, Dante, in Fast X. This franchise still has plenty of Vroom to continue with an endearing cast of characters I would love to join for beers & barbecue ribs. The over the top car chases are just dessert at this point.",POSITIVE
"Jun 30, 2023",Bro just family again....,NEUTRAL
"Jun 30, 2023","Finally back to basics with fast cars, great races, pithy commentary, and improbable escapes. I loved it (way more than Fast9). I can't wait to see who makes it to Fast11.",POSITIVE
"Jun 30, 2023",Worst FAST movie so far,NEGATIVE
"Jun 30, 2023",There's such a thing as having too much faith. There comes a point where you wish the movie (and the franchise) would just end already. The problem is that these movies continue to be hilariously entertaining.,NEGATIVE
"Jun 29, 2023",Definitely the worst F&F movie of all of them...I love the older ones but this is super cringe and bad,NEGATIVE
"Jun 29, 2023",My favorite movie franchise because it’s all about family and that’s what it’s all about for me personally! Best movie I’ve ever seen!,POSITIVE
"Jun 29, 2023",Absolutely satisfying to watch,POSITIVE
"Jun 29, 2023","This movie I thing was the most fun to watch out of all of them,not the best one but still was a good movie!",POSITIVE
"Jun 29, 2023",Too much action Action is what I like,POSITIVE
"Jun 29, 2023",如果您喜欢快速而激烈的动作，那么《Fast X》将为您带来乐趣,POSITIVE
"Jun 29, 2023",The movie was heart wrenching and a stopping the whole time! Jason Malmoas character was phenomenal!,POSITIVE
"Jun 29, 2023",Is a nice movie. I lovin it.,POSITIVE
"Jun 29, 2023",IT WAS AMAZING. Except for the cliffhanger,POSITIVE
"Jun 29, 2023","A certain step up from the past few fast movies. The Paul Walker plot holes shine brightest here however, as his absence grows harder and harder to explain",NEUTRAL
"Jun 28, 2023","Very sad to see how much of a one-dimensional joke this franchise has become. I really liked the movies up until Furious7, which was already really absurd, but it still worked because I cared about the characters, especially Brian. But now, all the characters have become so extremely shallow and the action scenes so unrealistic and random, that there is nothing to keep me engaged. If neither characters nor physics matter at all, I might as well be looking at random noise.",NEGATIVE
"Jun 28, 2023","O filme é bom para assistir, já que o Jason Momoa está épico neste filme. O problema do filme é sempre trazerem de volta personagens com arcos fechados ou não tão relevantes.",NEUTRAL
"Jun 28, 2023","As a fan of the Fast and Furious franchise, this one is bad.",NEGATIVE
"Jun 28, 2023",It was action packed. Can't wait for the next one.,POSITIVE
"Jun 28, 2023","Não é o pior filme da franquia, mas com certeza não é o melhor, mas vale a pena assistir",NEUTRAL
"Jun 28, 2023","by far one of the worst movies ive seen in my entire life, characters appearing from nowhere that we are supposed to care about, for example the brazilian sister in law, cringed me to HELL when she said.... take care of your son.....MY NEPHEW. 

LOL, top screenwriting there.

action was lame, and boring, effects where ok, sometimes very amateur like the bomb on fire, the pacing BORING, roman should die a glorious death because he is pointless also not funny. 

what else can i say? the movie was so bad i needed to express myself so i signed up to rotten tomatoes for the first time, even The Rise of Skywalker couldnt do that lol",NEGATIVE
"Jun 28, 2023","I could waste my time by writing a full-on detailed paragraph on why this movie is terrible, but I know I can sum it all up in about 1 sentence. 
This movie doesn't understand physics, characters, dialog, fight scenes, emotions, or how kids function.
It's not enjoyable to watch in any manner. The Cgi is wrong and bad, the logic is nonexistent and it's just not good in any manner.",NEGATIVE
"Jun 28, 2023","it's an action-packed adventure that delivers non-stop excitement. With jaw-dropping visuals and thrilling stunts, it keeps you on the edge of your seat. The cast's chemistry and well-executed action sequences make it a thrilling ride. While the dialogue can be cliché at times, the film's overall energy and adrenaline rush make it an enjoyable experience. Strap in for a wild and exhilarating adventure with Fast X!",POSITIVE
"Jun 28, 2023",Excellent movie highlighting Jason Momoa,POSITIVE
"Jun 28, 2023","Im  Fast X Fans ! Finally waiting they comeback. Even some of the Og actors are not here but , they did act and the whole movie show me a big suprise ! climax change very smoothly. I like it so much !",POSITIVE
"Jun 28, 2023","I mean you can't give it 5 stars, its Fast and the Furious...and by now you know what you are going to get every time...and i'm good with that.",NEUTRAL
"Jun 27, 2023","Fast and Furious, the latest installment in the adrenaline-fueled franchise, delivers an enjoyable cinematic experience with its trademark high-octane action sequences. While it boasts some thrilling moments and an exceptional performance by Jason Momoa as a flamboyant villain, the film falls short in terms of realism and occasionally struggles with its CGI execution.

One of the film's strongest aspects is undeniably the well-crafted action scenes. Fans of the franchise will not be disappointed, as Fast and Furious continues to push the boundaries of vehicular stunts and daring escapades. The pulse-pounding car chases, intense hand-to-hand combat, and explosive set pieces are sure to keep viewers on the edge of their seats. Directorial choices and choreography combine to create sequences that are both visually stunning and emotionally engaging.

A standout performance by Jason Momoa adds an extra layer of excitement to the film. Momoa's portrayal of the flamboyant villain brings charisma, intensity, and a magnetic presence to the screen. His ability to command attention and infuse the character with personality elevates the overall viewing experience. Momoa's presence serves as a compelling foil to the film's protagonists, adding depth to the narrative and raising the stakes of the conflict.

However, the film does stumble in terms of realism. While Fast and Furious has never been known for its adherence to real-world physics, this installment stretches believability even further. Some of the stunts and action sequences defy the laws of physics to a degree that might strain the suspension of disbelief for certain viewers. It's important to approach the movie with a willingness to embrace the over-the-top nature of the franchise.

Additionally, the CGI employed in certain scenes leaves something to be desired. While the film's practical effects and practical stunts are impressive, the reliance on computer-generated imagery is occasionally evident. There are moments when the CGI feels noticeably artificial, taking away from the immersion and impact of those particular scenes. A more seamless integration of practical and digital effects could have helped to maintain consistency throughout the film.

Overall, Fast and Furious offers an enjoyable ride for fans of the franchise. The captivating action sequences, buoyed by Jason Momoa's remarkable performance, are the film's strong points. However, those seeking a more realistic experience may find themselves grappling with the film's extravagant disregard for physics and occasional lapses in CGI quality. Despite these shortcomings, Fast and Furious remains a thrilling and entertaining addition to the series, delivering the exhilaration and escapism that fans have come to expect.",NEUTRAL
"Jun 27, 2023","This movie is incredible, there's nothing more to be said. A return to form.",POSITIVE
"Jun 27, 2023",This is just stupid they are all stupid if you can put that aside it alright,NEUTRAL
"Jun 27, 2023",This was rotten.  By far the worst Fast & Furious movie of the bunch.  Everything was so implausible.  The injection of these random people like John Cena was laughable.  I'm a fan of the franchise but this movie was TERRIBLE!,NEGATIVE
"Jun 27, 2023",Over the top madness but a lot of fun. I wish they would do realistic stunts like they did in the early movies but I still enjoyed it.,POSITIVE
"Jun 27, 2023",Should’ve ended it already! ,NEGATIVE
"Jun 27, 2023",Never disappoint me.. great action and sound effect!,POSITIVE
"Jun 27, 2023",Exactly what you'd expect from a 10th franchise movie,NEUTRAL
"Jun 27, 2023",Plenty of action and twists to keep you interested. I enjoyed the character development and storyline. I like how it ended. Cant wait to see the next one. ,POSITIVE
"Jun 27, 2023",Lots of undeveloped characters and absurdist scenes. But it is better than the previous film.,NEGATIVE
"Jun 27, 2023",Probably the worst one yet,NEGATIVE
"Jun 27, 2023",A movie that I have watched it since I'm still on school and it won't make me disappointed,POSITIVE
"Jun 27, 2023",La verdad han usado la misma fórmula de siempre misma historia y no tenía ninguna expectativa de esta película en si la película es buena para pasar el rato pero no para volverla a ver denuevo es cosa de esperar lo que le espera a esta saga,NEGATIVE
"Jun 26, 2023",Very entertaining with great action and special effects. Looking forward to the next installment!,POSITIVE
"Jun 26, 2023","I really liked this movie. I think these movies are getting a bit over the top with these newer chapters but I think this one found a better balance than the last one. Fast 9 kinda sucked because it just got so stupid but Fast X works better because it balances a fun story and fun action with really silly moments which the last movie could not do as it lost the fun with just the level of crazy moments which I also found a problem with Fast 8 a a little bit of a problem in 7, 6, 5, 4 and 3 but 3 was bad in general. I would say this balance works so well I would call this my 3rd favorite in the franchise because the story of this one did silly and dumb and an actual plot really good but I would say the first 2 our better. This movie still has issues for sure like all the crazy and stupid moments still being kinda dumb to watch at times even if some are fun and the very dumb way the conflict is solved and the talking parts kinda suck due to the rest of the rest of the movie being so fun and the soundtrack is a bit weird and does not fit the tone a lot but still I had a very fun time. B+.",POSITIVE
"Jun 26, 2023",I don't like the ending part,POSITIVE
"Jun 26, 2023",All of the EXCITEMENT!!!!!,POSITIVE
"Jun 26, 2023","The movie is action beginning to end.  The action is so over the top that it is ridiculous.  I understand having so many A-list actors, but it is just too much. I would rather have good story telling and less action.",NEGATIVE
"Jun 26, 2023","It turns out that there is a link to the story, and the villain's role is so good, I look forward to the next fast 11",POSITIVE
