Date,Score,Reviews
"Feb 21, 2023",POSITIVE,"Puss in Boots was one of the most stunningly creative and beautiful animated movies I have watched. You can tell that it was created with love and passion. Not to mention, the story itself is wholesome and fun."
"Feb 21, 2023",POSITIVE,"Honestly with the use of so many characters the movie should have felt cramped. However the way the characters were designed so that they were easily sewn into the story worked. No character felt like they had too much or too little time on the screen, every character's amount of time on screen was just right.

Great for all ages, funny and well written."
"Feb 21, 2023",POSITIVE,"My first cinema experience of 2023, and what a good one it was. I didn't have high expectations - I decided on a whim to see it after two recommendations in separate, unrelated YouTube videos. I didn't even remember this is a sequel. Nevertheless, it was fantastic, and a fantastic standalone film. The animation style is delightful, and similar in many ways to Into The Spiderverse, with an overall painterly, comic book aesthetic and creative use of variable frame rate and colour. The story brilliantly balances real heart with cracking jokes. The characters are all super endearing and energetically acted - suave Puss and his old flame Kitty, effervescent Perrito, relentlessly, comedically cruel Jack Horner, surprisingly familial Goldi and her three bears, and the spectre following Puss everywhere. The story is interesting, taking someone who has grown to think himself untouchable and challenging him to stop thinking about himself for once, and along the way a loner learns to trust again, a dog with the saddest backstory finds a loving family, and an adopted child comes to appreciate her found family. So much else to love - the Shrek cameos, the touching portrayal of a panic attack, the in-universe theme song (""He is your favourite fearless hero""), the touches of anime in fight choreography. I can't wait to see it again."
"Feb 21, 2023",POSITIVE,"My 11 & 16 yr old wanted to see this so I grudgingly went along. Much to my surprise, I actually enjoyed it. Only odd thing was the merge of different types of animation for action scenes. It was an interesting idea but didn't work very well and looked weird. Otherwise, good story, good animation, better than Shrek"
"Feb 21, 2023",POSITIVE,this was a 10/10 solid movie. Its a must-see if you are a fan of the Shrek universe
"Feb 21, 2023",POSITIVE,Heartfelt. Promotes normal family values. Refreshing
"Feb 21, 2023",POSITIVE,"this was the greatest film ive ever seen i watched it multiple times over, i never thought i would feel my heartbeat during a spanish cat movie."
"Feb 21, 2023",POSITIVE,The movie provided a lot of laughs. My 8 and 6 yr old children loved the movie!
"Feb 21, 2023",POSITIVE,"I didn't suppose that ""Puss in Boots: The Last Wish"" would be so good. Starting with the plot - it's exciting and engaging, even for an older audience. It's a cute story about friendship presented humorously. The characters are well-written, and the plot is gripping. The graphic style of the movie is intriguing, as it sometimes mixes realistic 3D characters with pastel, hand-drawn landscapes. It looks excellent! I highly recommend watching ""Puss in Boots: The Last Wish"" on a big screen; it's definitely worth it. One of the biggest surprises of the year, for sure."
"Feb 21, 2023",NEUTRAL,"OK fairy tale, the villains were quite well made, the allies not so much.
The laggy style of fight animations made them very unpleasing to watch."
"Feb 21, 2023",POSITIVE,I adore this movie. This is my third time watching it in theaters and I enjoyed it just as much as the first. The best movie in the Shrek franchise.
"Feb 21, 2023",POSITIVE,"Absolutely amazing, most beautiful great GODLY film ever. Honestly, it's probably my favorite movie. The animation, the characters, the plot, all of it is great. (Spoilers) 
The wolf, Death, is one of the best villains I've ever seen. Jack Horner was hilarious and enjoyable as a villain, PERRITO. God perrito was great too. I just- this thing is too good. PLEASE watch this if you haven't. PLEASE."
"Feb 21, 2023",POSITIVE,"This movie is great, the animation is insane along with the fighting scenes🤧💖✨"
"Feb 21, 2023",POSITIVE,"Amazing movie, and the seats were great, wings could be a little better but it’s a movie theater so I’m not really complaining. The surround sound along with the bass was amazing as well. Wolf was so well written as well as the message."
"Feb 21, 2023",POSITIVE,"Fantastically written movie with great visuals, great action, and a great message. High, high recommendation if you have any interest in this movie, and maybe even if you don't."
"Feb 21, 2023",POSITIVE,"""Puss in Boots: The Last Wish"" understands its audience to a fault and delivers a film that exceeds expectations. With its colourful animation, heart-wrenching storytelling, and mature tone, this film proves that all-ages entertainment can be so much more than dull."
"Feb 21, 2023",POSITIVE,"This is the absolute biggest surprise for a movie. The visuals are really cool, the voice acting is really well done and the writing is spot on. The best part is one of the villains is probably the best villain to come along in a long time.  Wow what a surprise!!! Go see this!!"
"Feb 21, 2023",POSITIVE,"""The Last Wish"" might very well be DreamWorks' magnum opus; at bare minimum, it's one of their best by far. I have seen very few films that have successfully nailed such a strong balance of comedy, action, poignant moments, and -- surprisingly -- legitimate horror; that TLW manages to pull this off while being a mostly-child-friendly animated film is deserving of praise. While it doesn't quite reach perfection, it comes remarkably close. A must-see for anyone with even a passing interest in animated films."
"Feb 21, 2023",POSITIVE,"Assisti hoje mesmo, mas já vi algumas partes no YouTube e levei alguns spoilers.

Por mim, a Dreamworks está de pé novamente e com um filme ESPETACULAR e incrível, Wagner Moura dublando a versão em Inglês é maravilhoso também!

Que filme!"
"Feb 21, 2023",POSITIVE,"In my entire life, I have never gone out of my way to rate any movie. Yet watching this…was just a pure pleasure. Never before did I enjoy watching something as I had with Puss in Boots: The Last Wish. I'm always an active critic, yelling in my mind on why the movie is terrible and unrealistic while I'm watching it, yet I didn't do that at all while watching this. 

The story plot line is perfect, it is somewhat bit more fast paced but there is 0 filler or unnecessary moments. Each and every part seems to contribute to a lesson or meaning, and really builds each of the characters that we see in the short amount of time (less than 2 hours). The buildup is solid and the ending is amazing.

The voice acting is flat down some of the best I've ever heard for any animated movie, fantastic and describes each character exactly. I actually never noticed this about any other movies but it really stood out to me from this one. 

Overall the movie is a 10/10, from a solid critics viewpoint."
"Feb 21, 2023",POSITIVE,"The wolf hunter is one of the cooler caracaters I've seen in a movie for a while, puss in boots fearing him it's something really cool when the whistles begins, the plot of the wolf it's amazing, good movie"
"Feb 21, 2023",POSITIVE,"Great movie, great music, and great emphasis about what is family and friendship."
"Feb 21, 2023",POSITIVE,"Nice, charming movie about with very cool animation style. Adds interesting depth to the Puss n Boots character as any good sequel should. Rare and encouraging to see that it gets more acclaim than its successor."
"Feb 21, 2023",POSITIVE,"the plot showed character development.  the jokes were good.  the animation was fantastic and they did some special effects for fight scenes.  it was cute, funny, exciting, surprising, and fun."
"Feb 21, 2023",POSITIVE,Very cleverly written.  One of the most entertaining kids movies I have seen in years.
"Feb 21, 2023",POSITIVE,"Absolutely hilarious! The entire cast was amazing, Antonio Banderas, Salma Hayek, John Mulaney and Wagner Moura KILLED IT! 

I don't watch movies twice, but I would watch this movie again and again."
"Feb 21, 2023",POSITIVE,I didn't expect this movie to be as great as it was.
"Feb 20, 2023",POSITIVE,"Accurate representations of varying emotions, including panic,  it was genuinely funny and had intelligent callbacks to other DreamWorks films and helped reframe outlook on whats really important in life."
"Feb 20, 2023",POSITIVE,It's a masterpiece made in 2022 just an masterpiece
"Feb 20, 2023",POSITIVE,"As ever, dreamworks producing masterpieces. It isn't a five stars because of some jokes that I specifically didn't like, but it's amazing."
"Feb 20, 2023",POSITIVE,The boyos liked the movie.
"Feb 20, 2023",NEUTRAL,It was good my grandson really enjoyed it
"Feb 20, 2023",POSITIVE,Great movie to share with my grandson.
"Feb 20, 2023",POSITIVE,Fun!  Took my granddaughter (under 10) and she loved it!
"Feb 20, 2023",POSITIVE,It looks so beautiful 😍
"Feb 20, 2023",POSITIVE,"One of the greatest stories ever told! Tremendously written, impressive voice acting performances from everyone involved, eye-popping animation style, and overall fantastical energy abound.  Best DreamWorks Film ever crafted through animation!"
"Feb 20, 2023",POSITIVE,"It's a great movie for all ages and everyone has something they can enjoy about it. Kids will enjoy the humor, adults will enjoy the theme and message it sends. It's an absolute must watch if you like the Shrek franchise."
"Feb 20, 2023",POSITIVE,"The movie was just incredible, went to see it with my sister today and i could not stop laughing, honestly i recomend watching it. Only flaw is that it's a bit short."
"Feb 20, 2023",POSITIVE,Kids loved the movie. Totally engaged for entire show.
"Feb 20, 2023",NEGATIVE,The grandkids will  like it. Bit like Shrek but not as funny. Can see why it s taken the money it has. Not sure people of my generation ( 70+) are the target audience.
"Feb 20, 2023",POSITIVE,Didn't expect this from a animated movie. The most fascinated character was the death its animation and the death wistel made me goosebumps I loved it I will strongly recommend it
"Feb 20, 2023",POSITIVE,It is a fun movie to watch with kids and have a good time. Good and old entertainment done right for family.
"Feb 20, 2023",POSITIVE,Fantastic movie. Animation style was something new and the storyline was equally entertaining!
"Feb 20, 2023",NEUTRAL,"Great actors, great visuals heavy-handed, simplistic, moralistic tale."
"Feb 20, 2023",POSITIVE,It was really good! I thought it might be a little too childish for my 10 year old but it was action packed and he loved it.
"Feb 20, 2023",POSITIVE,Fun for the whole family with a goofy but enhancing story and fun characters.
"Feb 20, 2023",POSITIVE,Good entertaining family movie
"Feb 20, 2023",POSITIVE,It was a good kid movie my 5 year old son with ADHD was able to sit through the whole thing being interested the whole time
"Feb 20, 2023",POSITIVE,"Absolutely banging film. Insane visuals, awesome unique characters and loads of strong emotional moments. A must-see for all ages."
"Feb 20, 2023",POSITIVE,"It's amazing. I was missing watch a real good movie, and that one give me that. Very happy I am."
"Feb 20, 2023",POSITIVE,ITS SO GREAT I LOVE IT THE ENDING IS SO GREAT I RECOMMENDED YOU TO WATCH THIS!!!!! YOU LIKE IT TRUST ME!!
"Feb 20, 2023",POSITIVE,Awesome you will enjoy fro end2end this movie !! I really like it
"Feb 20, 2023",POSITIVE,"A movie that is somehow able to do the impossible task of being incredibly compelling for the two different audiences at once, adults and kids. From amazing animation to it's ability to tackle hard topics like anxiety and death in a way that is digestible. This film carries so much heart and achieves something rarely accomplished in any movie, let alone in a kids film."
"Feb 20, 2023",POSITIVE,"Good story like. Something for all ages.
Strong characters, and good intro of new characters"
"Feb 20, 2023",POSITIVE,This movie made me want to learn how to whistle
"Feb 20, 2023",POSITIVE,"good film. funny, sad and great for the whole family."
"Feb 20, 2023",POSITIVE,"Avatar: The Way of the Water, WHAT HAPPENEDUHH how'd you get beat by puss in boots"
"Feb 20, 2023",POSITIVE,Very funny and true to Shrek kind of funny
"Feb 20, 2023",POSITIVE,"Humorous, wholehearted, nostalgic, thrilling, fun, the message within the story is one worth knowing."
"Feb 20, 2023",POSITIVE,"I loved this movie! All the characters are so interesting and overall, enjoyable. The animation is 10/10 and the story is awesome. A lot of subjects were treated such as anxiety, death, life, etc. For me, the best character was Perrito. He has such a lovely personality. His story is heartbreaking however, it doesn't shadow him as a victim but more as a role model. He's adorable and I would like to see more of him. My review is not professional but I recommend you to watch the film and enjoy each part ! :)"
"Feb 20, 2023",POSITIVE,I don't even need Shrek 5 just give me more of this.
"Feb 20, 2023",POSITIVE,Visual work of art!!!!
"Feb 20, 2023",POSITIVE,Loved the theme good for both children and adults alike
"Feb 20, 2023",POSITIVE,"My son loved the music and the language dialogue from English to Spanish, also the ending when they all became friends."
"Feb 20, 2023",POSITIVE,"puss in boots is interesting and enthusiastic movie , I love it ."
"Feb 20, 2023",NEGATIVE,I did like the animation style but the story was not that great… pretty overrated. Liked the first one much better. 
"Feb 20, 2023",POSITIVE,basically like a video game
"Feb 20, 2023",POSITIVE,perfect movie from start to finish
"Feb 20, 2023",NEUTRAL,Good but predictable
"Feb 20, 2023",NEUTRAL,I disliked the use of the bleeps in a kids movie.
"Feb 19, 2023",POSITIVE,"the villains were awesome, the main characters were good and it was funny, sad, scary and all of the above and it is very short and it went by fast but it was worth it, every second of the movie was great 10/10."
"Feb 19, 2023",POSITIVE,Great movie for adults and kids.  Entertaining from start to finish.
"Feb 19, 2023",POSITIVE,PUSS IN BOOTS SWEEP !!! MADE A MORBILLION DOLLARS !!
"Feb 19, 2023",POSITIVE,Animation was perfect the villian plot story all was amazing shrek 5 better be as good as this
"Feb 19, 2023",POSITIVE,my emotions! my emotions!!
"Feb 19, 2023",POSITIVE,Simplesmente Genial!
"Feb 19, 2023",POSITIVE,"Puss in Boots: The Last Wish is a masterpiece. The movie was over 10 years in the making and it shows. Not a single part of it feels rushed, forced, or poorly done. It has gotten stellar reviews on all fronts because the movie is flawless in every regard. It's no wonder that a fantastically executed depiction of one of the most consistently beloved characters in history makes for the greatest movie of all time.
The movie utilizes an animation style inspired by Spider-Man: Into the Spider-Verse, a movie similarly praised by critics, nigh on universally for its fantastic art. Dreamworks used this same system in the production of Puss in Boots, another example of why the decade-long wait after its original announcement contributed to how truly spectacular the movie is. The painting-like style of art created an atmosphere that felt very much like a fairy-tale as opposed to the just-off-reality vibe that CGI movies of the past had, or the totally devoid of realism style of completely hand-drawn movies such as Aladdin or the Lion King. Dreamworks gave us the best that there is in the animated world by refusing to hold back on the art style. The fact that all movies with higher acclaim amongst critics happen to be live action only serves to illustrate why this movie isn't considered better by so called professionals.
	This art-style helps contribute to the simply stunning fight scenes in Puss in Boots: The Last Wish. However, the visuals are not the only thing that makes the swordsmanship in this movie stand out. Unlike other movies using swords, The Last Wish holds a great degree of accuracy to real life swordsmanship. In every single fight, it is clear who is attacking who, who is on offense, who is on defense. Puss can be seen parrying, and then counter attacking with a well executed riposte just like in real fencing. Puss' fight with Death at the end of the movie is the most spectacular fight throughout, with both characters showing off the true height of their ability, utilizing their respective advantages in speed, dexterity, strength, size, cunning, and more and not just pointlessly slapping sticks together between them. What's more, Puss' use of a so-called ‘gatito blade' in his offhand, is highly consistent with the use of parrying daggers, which were quite popular in Italy and Spain for use in rapier fencing. Such historical accuracy is quite rare in TV shows and movies, and for it to be found in a children's movie where that is rarely a concern just goes to show how much effort was put into the movie. Finer details such as these serve to show just how great of flawless masterpiece this movie really is. What's more, every fight in the movie serves a purpose other than just violence for the sake of violence. They help create exposition, advance the plot, and develop characters, whether that be by showing ‘Big' Jack Horner's ruthlessness, the strengthening of Three Bears familial bonds, or galvanizing Puss to be brave and value his lives and the time he has with his friends.
The message of the story is found in the final fight scene. Without having to be explicitly said, the message is still clear, you should cherish every second. The movie also has much to say about how it's ok to be afraid, a lesson many young boys, and all men really, need to hear. It has a flawless and nuanced depiction of a panic attack, something that can't be said for most movies, and shows us that we don't always have as much control as we thought we did, and that's ok. Therein lies the elegance of Puss in Boots: The Last Wish. It is, at its heart, a children's movie, and therefore has the obligation to leave the audience with a clear and positive message. This is no easy task for a movie to accomplish without being heavy handed. Luckily, for the Last Wish, the movie is far from heavy handed, with every message in the story being flawlessly woven into the very essence of the movie, instead of being carelessly stapled on top like so many other movies do. The reward of being appropriate for all audiences and for leaving them all with a positive message is incalculable and one of the many reasons Puss in Boots: The Last Wish is greater than any other movie, despite their higher approval amongst critics.
Puss in Boots: The Last Wish is a work of art. It is not only accessible to all audiences, but entertaining to them as well. It surrounds a beloved character that is a known-quantity in his beloved status amongst all, and does him justice in innumerable ways. The movie's attention to detail, and sheer visual beauty set it apart from any other animated movie ever made, while its character development, positive messages, and ability to stay within a PG rating puts it far ahead the dark live action movies that dominate the highest rated spots amongst movie review websites. Dreamworks didn't hold back on this one and, on God, it shows."
"Feb 19, 2023",POSITIVE,The kids said they disliked the fact that they were almost swearing in a couple of the scenes. But they both really liked the puppy character.
"Feb 19, 2023",POSITIVE,"Animation like spiderman univers, great and funny old fasion dreamworks story and finaly great film that we need"
"Feb 19, 2023",POSITIVE,"Hey Disney, are you watching? This is how you make an animated movie! Not box checking or trying to shoe horn in a message nobody needs to know. Good characters and a fun story, that's all we need. Great movie. I enjoyed it from start to finish. And it's been a while since an animated movie did that."
"Feb 19, 2023",POSITIVE,"When I first watched this movie, I was shocked at the amazing animation style that Dreamworks did in this film. Took insperation from Into the Spider-Verse, and made it 10x better. I HIGHLY recommend everyone to watch this movie."
"Feb 19, 2023",POSITIVE,"My god! This was amazing! My little cousins laughing and I almost cried in some scenes show the big contrast that age have on how you see life depending the stage of life. 

That scene between Perrito and Puss... many people (including me) were sobbing. What a great message, and the villains, show an stoppable force, an incomprehensible and unknown gift, and the punishment for a selfish wish. 

The animations is on point, the plot is well developed and the fact that this gave us a hint on what is coming... this is absolutely amazing and Oscars' deserving!"
"Feb 19, 2023",NEGATIVE,"This movie answers the question, ""Why are children so cruel, afraid and violent."" No plot. Terrible morals. Gratuitous fear. Queerphobia. Sizeism. I left half way through. 1 star."
"Feb 19, 2023",POSITIVE,right up with shrek 2
"Feb 19, 2023",POSITIVE,"The first film was a unsuccessful shrek spin off  ,dreamworks trying  to make the shrek universe survive without shrek but this redefines Puss in boots's character with accurate depictions of panic attacks and anxiety and packages all of that with beautiful stylised  animation and uses techniques such as slowing the frame rate of fight scene to create quick and rapid animation in the action scenes as well as adding a few bleeped sequences which dosen't alienate the film from kids but means the adults with the kids can enjoy the film so in conclusion just watch this film there's no reason not to unless you have some outlandish stereotype about animation and how it's for kids"
"Feb 19, 2023",POSITIVE,"This movie is amazing, it was revolutionary, a good and heart sequel.
Characters with captivating stories, extremely good villains, excellent story and animation, one of the best films from DreamWorks and the animated film industry that I have seen, I highly recommend it."
"Feb 19, 2023",POSITIVE,"Maravilhoso! Recomendo mil milhões. As cenas de ação, comédia, efeitos, trilha sonora e dublagem e muitos outros que eu poderia citar aqui e ainda seria pouco. De forma resumida esse é disparadamente o FILME do GATO DE BOTAS mais bem feito e mais lindo que já assistir. Desde do começo ao fim, eu só me sentir bem, arrepiado e super animado toda vez que o LOBO aparecia, roubava completamente a CENA. Todos os personagens diretamente ligados a história tiveram um bom desenvolvimento e os personagens temporários, que eu não me esqueça, até eles tiveram um bom tempo de desenvolvimento. Não foram só aqueles típicos personagens que aparecem e não agregam em nada. tudo muito bem construído.

Eu poderia ficar aqui escrevendo o quão feliz eu estou de assistir essa animação. Como fã do gato de botas, amei de mais. Esse filme é MARAVILHO."
"Feb 19, 2023",POSITIVE,I've made an account just to tell you how great this movie is honestly this is the best animated movie I've ever watched everything about this movie was great!
"Feb 19, 2023",POSITIVE,The definition of how a franchise matures with its audience.
"Feb 19, 2023",NEUTRAL,"Just as everyone expected, a sequel to a spin-off to the Shrek franchise that took 11 years to arrive in theatres was the animated movie that took the world by storm. 

The Last Wish really did defy expectations, assuming people had any. The animation style was refreshing for the franchise, the humor was more balanced with the character-driven story, and despite maintaining three different villains the film feels solid rather than clunky. Instead of frequent pop culture references and dodgy jokes that pad for time in the later Shrek films, this Puss in Boots sequel weaves the influences of classic Spaghetti Westerns and swashbuckler films with a family adventure storyline and affirmative, positive themes about appreciating life and those around you. It knows when to be lighthearted and when to be serious, and introduces us to one of the coolest original villains in family animation - a wolf embodiment of death - by not holding back on the menacing aura and instead focusing on it; hopefully the sense of danger will encourage other franchises to stop oversanitizing their films. If I were in the movie's target audience, it would probably be a film I would swear by for the rest of my life (sort of like Shrek 2), but in this case I'll just call it a very good family movie that came out of nowhere.

I hope you're all ready for more Shrek because now it's basically guaranteed to happen. And they will likely be disappointing. (3.5/5)"
"Feb 19, 2023",POSITIVE,"man I have nothing to say... this movie is INCREDIBLY WONDERFUL, I loved its animation style the voice acting the villains the soundtrack and the action scenes, cute, and deep and I thought it was amazing"
"Feb 19, 2023",POSITIVE,Please DreamWorks make part 3 of puss in boots! Me and all people in this world wanna thins!
"Feb 19, 2023",POSITIVE,"Good movie for the kids,  shows team works and end results of it."
"Feb 19, 2023",POSITIVE,"It's more than just a cartoon. The story has deeper meaning about life, friendship, trust, unresolved trauma, and the loyalty of a dog. 

(Also Perrito's back story is the exact representation of humans that are far worse than animals.)"
"Feb 19, 2023",POSITIVE,"W movie, dont have to say anything else"
"Feb 19, 2023",POSITIVE,"One of the best animations of recent years. 
Despite being quite simple (well it's an animation for kids duh) it makes you feel.
Actions makes sense.
And it looks good."
"Feb 19, 2023",POSITIVE,Very great story and funny movie
"Feb 19, 2023",POSITIVE,This movie shows why having fewer characters is a good thing sometimes. Each one was well-developed and thought out. A simple yet heartwarming story.
"Feb 19, 2023",POSITIVE,Funny and entertaining!
"Feb 19, 2023",POSITIVE,Absolute masterpiece. Seriously one of the best animated movies of all time.
"Feb 19, 2023",POSITIVE,"Marvelous, it's like going to a roller coaster of emotions."
"Feb 19, 2023",POSITIVE,Very entertaining family movie fun movie
"Feb 19, 2023",POSITIVE,Funny and entertaining
"Feb 19, 2023",POSITIVE,"This movie is amazing! The animation, the story, the characters, it's all beautifully done. I hope Dreamworks continues to make movies with as much heart and quality as this one."
"Feb 19, 2023",POSITIVE,I loved the whole movie.
"Feb 19, 2023",POSITIVE,Far better than the first chapter.
"Feb 19, 2023",POSITIVE,"This is an absolute must watch, this tops anything Disney has done since no way home and the best animated movie since spider verse, go see for yourself. Amazing plot, lovable characters, insane action, and of course a well thought out and creative plot. Overall this is quite possibly the best dreamworks movie."
"Feb 19, 2023",POSITIVE,"It was a fun movie to watch. Great characters, great story. My kids and I loved it."
"Feb 19, 2023",POSITIVE,"Cutest movie ever. I loved everything about it. Kept me entratained, made laugh and cry as well. Beautiful movie for kids and adults."
"Feb 19, 2023",POSITIVE,Pure quality and effort went into the production for this film. Would recommend to anyone.
"Feb 19, 2023",POSITIVE,My son laughed during the whole movie. Its great for the whole family and funny.
"Feb 19, 2023",POSITIVE,"Great story, great music and fun for the whole fam!"
"Feb 19, 2023",POSITIVE,Some scenes were not realstic and took away from that part of the progress.
"Feb 19, 2023",POSITIVE,It liked it a lot no outside politics in it. Just pure fantasy.
"Feb 19, 2023",POSITIVE,Very cute movie! Great addition to the shriek universe.
"Feb 19, 2023",POSITIVE,Great script and animation. Loved it!
"Feb 18, 2023",POSITIVE,"That movie was sooo good and kind of „deep"". And deatails or ester eggs. Amazing job dreamworks"
"Feb 18, 2023",POSITIVE,MELHOR FILME DA MINHA VIDA A ANIMAÇÃO É PERFEITA A HISTÓRIA É PERFEITA TUDO E PERFEITO O FILME E PERFEITO 10/10
"Feb 18, 2023",POSITIVE,"Absolutely INCREDIBLE movie. It's honestly life changing and so exhilarating, it inspired me to be a better person and was so moving and heartwarming. Beautifully made with such memorable characters who are so funny and emotionally intelligent, I love them all and I especially loved Death, the villain, he was so cool and awesome one of the best animated movie villains ever! Excellently written, the plot was charming and clever and so skillfully made. I didn't have very high hopes for this movie at first but it is a truly fantastic masterpiece and has restored my hope for the future of DreamWorks. Puss in Boots is my favourite fearless hero"
"Feb 18, 2023",POSITIVE,It had action from beginning to end.  My grandchildren really enjoyed.. and we laughed a lot.
"Feb 18, 2023",POSITIVE,"A beautiful and fun movie, with one of the most memorable antagonists, that becomes a surprisingly emotional and heartwarming story which you can easily recommend to everyone no matter young or old!"
"Feb 18, 2023",POSITIVE,Very good movie. Watched it with my 9 year old. Can be intense sometimes but we had a great time.
"Feb 18, 2023",POSITIVE,"antes de ir a verla esperaba una pelicula infantil e inmadura pero la verdad me sorprendió bastante y se me hizo bastante graciosa y la animacion es increíble los personajes estan bien chistosos y esta muy chido que pongan referencias a shrek dejando en claro que no se han olvidado de el,lo cual para mi es un super alivio porque la verdad se me acababan las esperanzas de que ya no iba a aver mas shrek. dejando eso de lado la peli esta muy buena y la recomiendo bastante vayan a verla."
"Feb 18, 2023",POSITIVE,"Excellent story and message, a very fun movie, and great animation. 
Recommended."
"Feb 18, 2023",POSITIVE,Bro dropped a Masterpiece on us and thought we wouldnt notice
"Feb 18, 2023",POSITIVE,My boys loved it! I asked them what exactly they liked about it and they said EVERYTHING!
"Feb 18, 2023",POSITIVE,"One of the best animated movies I've seen in along time, the whole family loved it.  Disney needs to take some notes here…"
"Feb 18, 2023",POSITIVE,This movie is the definition of perfection.
"Feb 18, 2023",POSITIVE,"This movie really gave me goosebumps and made me tear from how nice it felt to watch a western animated movie that I can enjoy. 
I had accepted that animated movies just weren't my things anymore and had turned to anime, this movie however showed that it wasn't I that had changed, it was just the movies that had become stagnant and boring. 
I haven't felt such childish joy since watching treasure planet and I loved every minute of this movie.
I didn't dislike any part of it but the dog companion was a bit too optimistic at times and I would've liked a bit more depth and development with his character, the movie was pretty short and could've used a bit more time on the dog and the villain
Still, absolutely loved it and I've missed good movies like this so much that I honestly want to give money to the movie, cuz i'm scared of losing them"
"Feb 18, 2023",POSITIVE,Loved it specially the message of how important family is. La
"Feb 18, 2023",POSITIVE,"The vibrant colors, insanely produced animation technology, characters and story are what make this adventure so captivating! I loved it!❤️😍"
"Feb 18, 2023",POSITIVE,"Really nice story, characters are well developped. This a is must see and one of the best animated movie of the last decade."
"Feb 18, 2023",POSITIVE,"Amazing, a lesson on how to handle a lot of characters, every single one is memorable. Animation style is fresh.
Great story, great characters, great movie"
"Feb 18, 2023",POSITIVE,"My son and I went to watch this. We both quite enjoyed it. Some funny bits. Although one scene they show, a character is being censored to insinuate cursing. Other than that, we loved it! Very cute!"
"Feb 18, 2023",POSITIVE,That was unexpectedly fantastic
"Feb 18, 2023",POSITIVE,Great! Love it I do.
"Feb 18, 2023",POSITIVE,"Watched this on a whim in the theaters, which I don't do. Must've been the universe telling me it was a must watch. Came out almost tearing up with how great the movie was."
"Feb 18, 2023",POSITIVE,Sequência mt melhor q seu antecessor de 2011 e indicado ao Oscar de Melhor Animação.
"Feb 18, 2023",POSITIVE,Liked it especially Puss in boots and the animation
"Feb 18, 2023",POSITIVE,"Can't wait till the sequel comes out, that's how good it was."
"Feb 18, 2023",POSITIVE,One of the best animation movie of the century
"Feb 18, 2023",POSITIVE,"Great film!  A must see for parents and children, with a lesson for everyone.  The story is captivating, charming, funny, and action packed.  The voice acting is superb, but Harvey Guillén as Perrito steals the show."
"Feb 18, 2023",POSITIVE,Absolutely beautiful movie. I have seen the movie over 2 weeks ago and I still think about how awesome it was. An absolutely must see this year.
"Feb 18, 2023",POSITIVE,"Amazing animation, overall fun movie"
"Feb 18, 2023",POSITIVE,<3 Amazing and Special for me film :)
"Feb 18, 2023",POSITIVE,Que filme gostoso de assistir
"Feb 18, 2023",POSITIVE,"This movie deserves all the hype and loved it's receiving, the animation it's just stellar, a simple yet enjoyable quest adventure with likeable protagonists and some of the most creative antagonists we've gotten in a long time, also surprinsingly mature how they handle the topic of life and death for a film about a talking, fairy tale cat, definitely a most watch and a clear winner for Best Animated Feature 2022"
"Feb 18, 2023",POSITIVE,"Thought this was going to be a bad movie, but it turned out to be a funny and entertaining and funny."
"Feb 18, 2023",POSITIVE,"Movie was great. The patrons were messy, loud, and rude."
"Feb 18, 2023",POSITIVE,"Great story, good for adults and kids."
"Feb 18, 2023",POSITIVE,After walking down to my local cinema and buying my big gulp I sat down ready to watch a masterpiece and I was not disappointed. The moment the cat said I am Puss in Boots I was shaking in my boots the entire front row of the cinema was screaming in delight. I can only say that this is the movie of time itself.
"Feb 18, 2023",POSITIVE,Amazing mix of animation style and great story telling.
"Feb 18, 2023",POSITIVE,One of the best movies I’ve seen!! The art style was amazing and the characters were really greatt!!
"Feb 18, 2023",POSITIVE,"Was a cute family show, my kids really enjoyed it"
"Feb 18, 2023",POSITIVE,Incredible visuals. Chaotic scenes
"Feb 18, 2023",POSITIVE,"Seat selection is great!   Easy  to buy tickets online which also makes it quick check in when arriving at theatre.  
Snack bar popcorn is pricey!!
Otherwise all was great!"
"Feb 18, 2023",POSITIVE,"My grandson and I enjoyed it. Good clean fun, and a happy ending."
"Feb 17, 2023",POSITIVE,Intertesting evolution of the Characters
"Feb 17, 2023",POSITIVE,"Cute, funny, good story line"
"Feb 17, 2023",POSITIVE,"Funny! Emotional! Fantastic animation style!
This movie was a pleasant surprise (something that has been missing from family-friendly animated movies available in theaters this year).

This movie may have resurrected demand for the Shrek universe to come back in force!"
"Feb 17, 2023",POSITIVE,"House full of cats, sons dream come true."
"Feb 17, 2023",POSITIVE,The movie was amazing! It has some really deep and emotional moments and was all round a funny yet serious story!
"Feb 17, 2023",POSITIVE,"The plot, characters, and overall presentation were wonderfully done. This movie really brings together the stories we all knew as kids and turns them into something more."
"Feb 17, 2023",POSITIVE,Thought ver entertaining
"Feb 17, 2023",POSITIVE,"Hands down one of the best Animated Movie of all time, even giving Spider-Verse a run for it's money.

And one of the best Movie released in 2022 along with EEAAO, Maverick, The Batman."
"Feb 17, 2023",POSITIVE,"Muito bom, ótima animação, belíssimo roteiro !!"
"Feb 17, 2023",POSITIVE,"Dreamworks have hit a stroke of genius in the creation of this beautiful, highly stylized, humorous, and suitable-for-all ages action film. Puss' character feels extremely fleshed out and Kitty Softpaws is an interesting character that plays well with Puss' dynamic in this movie."
