Date,Score,Reviews
"Aug 6, 2023",NEGATIVE,Terrible CGI. Terrible story. I feel like these were the people who kept pestering Marvel to be in a Marvel movie and they just threw something together for these actors.
"Aug 6, 2023",NEUTRAL,"I've only seen it once, but I thought it was stunningly beautiful cinematography with a strong cast. The plot was serviceable but nothing impressive."
"Aug 5, 2023",POSITIVE,Another great MCU Movie! Loved seeing new lore for the celestials! An insane post credit scene! Fantastic soundtrack! A must watch!
"Aug 3, 2023",POSITIVE,"Way over hated. Choppy, but not the worst movie in the MCU."
"Aug 2, 2023",NEUTRAL,Least favorite of all the Marvel movies.  I liked the diversity of the cast and some of them had great chemistry. But the movie was disjointed and some scenes were just unnecessary or bad.  Poor choice of a director.
"Aug 1, 2023",POSITIVE,LA MEJOR DE MARVEL DE LOS ULTIMOS AÑOS
"Aug 1, 2023",NEGATIVE,"Chloe Zhou, who has the ignominious distinction of having a plutocrat tax-dodger for a dad and lives in Ojai, home of the ""rich n famous"" US TV/Film community directed, or misdirected this stubbed toe of a pointless CGI adventure fantasy. 

Based on a semi-classic Jack Kirby comic book about warring ancient mythologies and the link between human development and alien anthropologists, the film version here is bland and unconvincing. Scenes feel ""big"" but at the same time curiously flat and distant. The combination of classical mythology and pulp that charmed 70s era comic collectors is amiss. 

Given the production workflow nature of these films, I don't think Feige/Disney-Marvel inc. can actually make a film with a distinctive style or voice, but here they made the mistake of cribbing the work of a distinctive, if flawed, creative (Kirby) and making it into something far more processed, but lesser in value."
"Jul 31, 2023",POSITIVE,I truly don't understand the low reviews this movie received. Chloe Zhao's vision was perfect and the cinematography is astonishing. Finally we could appreciate more artistic approach to a Marvel movie instead of the rest of the franchice's films that start to feel the same after all these years.
"Jul 30, 2023",NEUTRAL,"While there was potential here, this film didn't have enough time to flesh out each character to where we don't care about them in the third act. If this was a show, it could have been great."
"Jul 29, 2023",POSITIVE,"I like that film, its new!"
"Jul 28, 2023",POSITIVE,meilleur marvel de la phase 4 du grand art
"Jul 28, 2023",NEGATIVE,An absolute snooze fest. I was so close to falling asleep. This movie was boring and you felt every minute of it. The only good part was the final fight scene. hense why it's 2 stars.
"Jul 27, 2023",NEUTRAL,"I know there are some people that dislike this film, but I thought it was ok, to be honest. I enjoyed it and had a good time for the most part. I thought it was unique for sure."
"Jul 26, 2023",POSITIVE,The post credit scene
"Jul 26, 2023",NEUTRAL,it was actually good but Sprite ruined it
"Jul 26, 2023",POSITIVE,Glad to see a quality movie can still be made within the MCU
"Jul 24, 2023",NEUTRAL,When I first watched this film I found it long and boring. On second watch a year and a half later I actually enjoyed it. If you're looking for a good superhero movie look elsewhere but if you like marvel this isn't the worst film they've made
"Jul 23, 2023",POSITIVE,Love this movie. The style of filming is awesome and thr serious tone of the story makes this movie great. Also love each character and their arcs
"Jul 22, 2023",NEGATIVE,"Great cast in this one, but the film as a whole was just an enormous bore. Far too long and far too uninteresting"
"Jul 22, 2023",POSITIVE,"I honestly think it was an incredible movie, funny and humorous with a great amount of action. Would definitely recommend family and friends to watch it, and sincerely hope they make a part two."
"Jul 22, 2023",POSITIVE,"Amazing movie with beautiful pictures, amazing CGI and very good characters. The Actors are all amazing and the story is very interesting. The movie got too much I hate, because it is different. But I love this movie."
"Jul 21, 2023",NEGATIVE,It was definitely a movie that I watched that's about all
"Jul 19, 2023",NEGATIVE,It's not like the comic
"Jul 19, 2023",NEGATIVE,Bad Movie. No cohesive Story whatsoever.
"Jul 18, 2023",NEUTRAL,Es gran película marvel sabe superheroes me encanta la acción y mas el villano pero no es tan buena es un 7.7 de 10
"Jul 18, 2023",NEUTRAL,It's an AMAZING looking Movie with some bad writing and storylines but the action and visual affects are probably the best in the MCU.
"Jul 17, 2023",POSITIVE,"I just watched this yesteday and both my wife and I liked and hope they make a part two.   Had avoided it because of bad reviews, needless to say I should know better than ever listening to what the idiot critics say"
"Jul 16, 2023",POSITIVE,"One of the best Marvel's movie, no the same repetitive formula and something different."
"Jul 13, 2023",NEGATIVE,An Eternal pile of garbage.  Wow did that stink.
"Jul 13, 2023",POSITIVE,"Adorei o filme, quero o 2!!!!"
"Jul 12, 2023",NEGATIVE,"Forced an laboured way past the point of fracture. The ravine sized cracks in the story and characters cannot be covered up up by pretty visuals and great direction. 

The film was bland and most of these extremely talented actors looked unconvinced and bored with their own characters."
"Jul 11, 2023",POSITIVE,"I really love this movie. It really did the found family thing really good, because I really believe the relationship they have with each other. I do think it could've benefitted from a little more time, so it's a little more fleshed out. I think people don't like it as much because it's not as action-packed as other marvel but I think that just adds to it's charm."
"Jul 11, 2023",POSITIVE,"Potentially the most over-hated MCU project to date. Was it perfect? No. Was it the worst? Far from it. The visuals and cinematography are some of the MCUs best. And the unique direction was fresh. Sure, i'd love more screen time with certain characters, but it was all executed quite well."
"Jul 10, 2023",NEGATIVE,"Oof, that was Rotten"
"Jul 9, 2023",NEGATIVE,this power thí family so bad
"Jul 9, 2023",NEGATIVE,It was hard to connect with the characters throughout along with a tedious story. It did seem to pick up momentum in the final hour.
"Jul 8, 2023",POSITIVE,"What a great, respectful and refreshing superhero movie to watch! I think my favorite take on it is the fact that the duality good guys / bad guys is so much less obvious than in most other Marvel movies. I will change very little of it, and I'll probably watch it again a second time, if not more times than that."
"Jul 7, 2023",NEUTRAL,"The movie is really good, i like the characters and actors, but it's not that good."
"Jul 7, 2023",NEGATIVE,"I thought it was a very boring movie, ugly, fake, forced inclusion of Asian characters...truly the worst of the worst superhero movies.
I regret seeing this movie, they should give me my money and time back."
"Jul 4, 2023",NEGATIVE,"Remember when, after Raiders of the Lost Ark, some genius at MGM decided to green-light Allan Quartermain and the Lost City of Gold?  Only in this case, Disney released a pale knockoff of its OWN franchise!  It's as if Coke decided to start bottling RC Cola.  Possibly the most WTF decision by a movie studio in history."
"Jul 4, 2023",NEGATIVE,"Some of the effects are great but that's about it. I really wanted to like this movie because its Marvel and the big name actors. As a veteran, I especially hated that Angelina's character ended up as a big war/PTSD stereotype. Very predictable plot. The movie was also waaaay too long and boring there were several times we almost fell asleep and there was just so much unnecessary scenes/backstories."
"Jul 3, 2023",NEGATIVE,One of the worst MCU films ever made. Slow and tedious with barely any character development. Cardboard cut-outs standing in for movie actors and a script that will send you into a coma. Don't waste your time.
"Jul 1, 2023",NEUTRAL,"I will say Eternals is like every Marvel film, a hero, and a villain, but this time, a villain that has no motive. The plot isn't really attractive. They did the Bill Skarsgård, Kro really dirty. The character was sort of interesting."
"Jul 1, 2023",NEUTRAL,"I was scared because I've heard so many bad reviews and I LOVE marvel movies. I was preparing myself to be disappointed. Finally it's was good enough to be enjoyable. Story could be move developed maybe, but would totally go see the second in theater."
"Jun 29, 2023",NEGATIVE,"One of the worst MCU entries yet. A case of biting off more than you can chew and being left with an unsatisfactory result that leaves many questions unanswered.
Would of been better if this was turned into a series rather than a movie."
"Jun 28, 2023",POSITIVE,One of my favorite Marvel movies. The concept and execution hits everything I wanted.
"Jun 28, 2023",NEUTRAL,A lot of people dont like eternals but I enjoyed it
"Jun 25, 2023",NEGATIVE,Very boring. Couldn't finish it
"Jun 22, 2023",NEGATIVE,"Bland and uninspiring, I found it hard to care for the characters. The main redeeming quality was the visuals."
"Jun 21, 2023",POSITIVE,Eternal is very great
"Jun 19, 2023",NEGATIVE,"This movie was an absolute WTF moment. What does this movie have anything to do with anything? It feels like it was made with source material from a completely different franchise with no real discernible connection with Marvel other than a smattering of references. The casting choices were questionable, as several of the characters seemed unlikable, monotone, or at worst unbelievable... and that's a low bar to hit for fiction."
"Jun 19, 2023",NEGATIVE,I couldn't even finish it
"Jun 19, 2023",NEGATIVE,"The CGI action is thrilling and entertaining, the effects (naturally) astounding and general ideals interesting, but Eternals tries to make itself as complicated as possible, and in the progress makes itself near incoherent and the cast is wide and unable to pan time to all of them to make them interesting asides from one gimmick."
"Jun 18, 2023",NEGATIVE,What it this movie even? I was soo bored. I was waiting for all of the characters to just die. This is a disaster movie
"Jun 17, 2023",POSITIVE,I think they need to make a second one to flesh out the characters - there wasn't enough personality and I think the second one will give it the depth it needs. That said great intro to the new universe and the ending made me ready to see the next one.
"Jun 17, 2023",POSITIVE,The most underrated movie I've ever seen
"Jun 17, 2023",POSITIVE,"Better than most of phase 5 MCU movies. Can't wait for Eternals 2. Critics underrated this movie wrong, in my humble opinion."
"Jun 16, 2023",NEUTRAL,"The critics are insane - the movie was very good! Don't listen to them! They were also saying this is a ""very DC"" movie, to which I also highly disagree - this movie was definitely MCU, not DC. My primary concern was the number of characters, but fear not - we get just enough time to get to know each character, and each character surprisingly has a good character arc and development, with (in my opinion) the exception of one - Makkari, who should have received more time and character development. There were a couple very interesting and very good twists and turns. One minor complaint, there was a scene where suddenly, out of nowhere, a ton of exposition is just dumped on you with no preperation. It caught me waaayyy off guard. Thankfully, even if you don't catch everything from that one giant exposition dump, the rest of the movie keeps talking about it so you do catch on super quick. As with the other Phase 4 movies, it certainly leaves you excited for the future of the MCU!"
"Jun 16, 2023",NEGATIVE,If this is what comes after endgame the mcu is over. It had a good run though.
"Jun 14, 2023",POSITIVE,"It's actually a good movie. Not the best. But new refreshing faces are always welcome in the MCU, its heavily underrated since it have close to none connection yet to the old faces of the verse."
"Jun 13, 2023",NEUTRAL,It was a great storyline but could have been conveyed better. It honestly wasn't that bad but still has some anticlimactic and anti suspense moments.
"Jun 11, 2023",POSITIVE,i don't care what anyone says i thoroughly enjoyed eternals and how it was different than any other mcu movie to date. the soundtrack was very good as well and i always want to rewatch the movie.
"Jun 11, 2023",NEGATIVE,"Struggling to choose between the giant sci-fi epic it deserves to be and the tried-and-true traditional Marvel film, Chloé Zhao's ""Eternals"" fails terrifically to be a standout (or even somewhat passable) Marvel installment."
"Jun 8, 2023",NEUTRAL,It was a decent film neither too bad now too good but okay. The characterisation of The Eternals is poor and movie felt little bit of stretched feeling except these the movie was okay and one time watchable.
"Jun 6, 2023",POSITIVE,"Filme incrível, visual magnífico e o elenco é perfeito."
"Jun 6, 2023",POSITIVE,"Es preciosa, visualmente es una joya cinematográfica. Los ojos agradecen lo que están viendo durante toda la película. La historia es de orígenes y presenta a muchos personajes nuevos e interesantes, pero eso es algo que se toma su tiempo y a veces puede bajar un poco el ritmo. Pero es preferible que asienten unas bases para un futuro apoteósico que darte mucha acción con un mal guion."
"Jun 6, 2023",NEGATIVE,"Boring film, flat acting, so slow...Not good!"
"Jun 6, 2023",NEGATIVE,One of the only movies I've ever fell asleep while watching
"Jun 5, 2023",NEGATIVE,Terrible movie. No plot. Villain kills himself from white guilt
"Jun 4, 2023",NEGATIVE,Second worst film in the MCU. Introduces to the eternals who are immortal beings with various powers. There is a big plot twist which I thought was awful and best character is the villain. End credits scenes introduces to tons of new characters in the MCU.
"Jun 3, 2023",NEGATIVE,This movie was awful! The movie had to many ideas. It tried to introduce to many villains which lead to a confusing plot and a unsatisfying conclusion. By the end of the movie there was a total of 4 villains! The movie throughs deaths at you which you don't care about because we don't have enough time to learn and care about the people who died. The final battle was anticlimactic. The main character literally just puts her hands on the ground then the movie was over… The acting was terrible. Especially for the actress of the main eternal who I don't even remember because her character had no personality. Overall this movie rushes its plot packs to many ideas and had no idea what it was doing. 1/5
"Jun 2, 2023",NEGATIVE,"A good visually attractive movie . But , could have done more on the story & screenplay with this star studded cast"
"Jun 2, 2023",POSITIVE,"A pleasant surprise, I decided to watch it after rewatching all the older marvel movies and I wasn't disappointed"
"Jun 2, 2023",NEUTRAL,뭔가 잡탕.... 마동석때문에 보긴했지만 흠..
"Jun 1, 2023",NEGATIVE,"Not as bad as I was anticipating. But still pretty awful in places. The dialogue at times was cringe and felt amateur and devoid of depth. The plot seemed confused and convoluted and internally inconsistent. Selma Hayek was about as interesting to watch as a wet flan. Very bad casting choice. She just seemed like a washed up, 50-something actress who had forgotten how to act. I also couldn't help but sense some woke undertones to the story which undermines trust for me, when I feel like I'm being fed an agenda. And the casting of Eros also left me rolling my eyes, but I'm willing to give him a chance. 

That being said, there were a few surprising elements to the film I actually appreciated. Some of the theology the film explored was quite thought provoking. When viewing the fate of billions and trillions of lifeforms from the perspective of Gods, the trolley problem becomes a whole lot more interesting. To sacrifice the few for the greater good, in this regard, is a much more challenging proposition. I enjoyed seeing things from that angle. 

Also, the visual effects were no less than what you'd expect from a Marvel movie, which is generally fun to watch, and occasionally a little more. Though occasionally cringe at times too. 

The fact that I found myself wanting to see how it ends, I think is also a good sign. I don't have much hope that I'll ever want to watch it again, but it passed the time and wasn't quite as bad as I'd heard. 

One final positive was Gemma Chan as Sersi. I thought she was cool and likeable as the lead and gave a subtle and impressive performance. 

As a contrast, one final negative was Barry Keoghan as Druig. He was creepy and dislikable."
"Jun 1, 2023",POSITIVE,"It seems like all the Marvel movies are getting a strange amount of negative reviews.    Maybe it's not as good as the others, but I love this movie and never thought I would get to see this characters on the big screen."
"May 31, 2023",NEGATIVE,"Worst of the MCU, don't waste your time"
"May 30, 2023",NEGATIVE,"Everything about this movie was bad, except some of the visuals.  I've watched it 3 or 4 times just for the scenery."
"May 30, 2023",NEGATIVE,"While feeling super disconnected from the MCU and having some pacing issues, the exploartion and introduction of the Eternals is a lot of fun! The first two acts play smoothly but the third act falls victim to the MCU stereotype of having a big CGI battle that feels very predictable. The villain is kinda weak but the first real introduction of The Celestials (in true form) was awesome. And like most Phase 4 movies the setup for the future has my attention more than the movie itself, but ultimately its a fun watch!"
"May 29, 2023",NEUTRAL,"While it's not as bad as some say, this film still struggles with juggling too many new characters."
"May 23, 2023",NEGATIVE,"Thought I would give it the benefit of the doubt, just skip it. Between the ridiculous overacting and mind-numbingly boring story you're left wondering where this fits into the Marvel universe besides them saying the words ""ironman"" once or twice."
"May 23, 2023",POSITIVE,"Visually, beautiful and meditated movie. The director did and splendid work. Simply the closer approach to art than a Marvel movie has achieved."
"May 20, 2023",POSITIVE,"People who says that eternsls is a bad and boring movie, obvioulsy is a product of the cancel culture... The movie does a great job giving every character their moments to shine, beautiful filmed and there is great action scenes.. for me its a top 10 marvel movie for sure 👌"
"May 18, 2023",NEGATIVE,"How in the world was this written by the same man who wrote The Truman Show? The dialogue, plot and everything about this movie is juvenile. The cast is good, but the script they had to work with was painful. The scenes were pieced together roughly, the timeline made absolutely no sense and the pacing was all over the place.

I love the concept, don't get me wrong. Produced correctly, I could see In Time as a powerful television series. Unfortunately, a great idea does not make a great final product."
"May 18, 2023",NEGATIVE,"I can easily say this was the worst movie I watched in the theatres. No plot, unlikeable characters, didn't feel like a marvel movie at all."
"May 18, 2023",NEUTRAL,"3 stars:   a major disappointment. I thought this was one of the most ambitious plots for a Marvel movie. It just didn't live up to the ambition. Looking back, I think they just put too much on our plate. We had to follow the eternals through all known history to get to present day in order to make the point of the film. That was just entirely too long. That was plenty of star power, but they were dragged down so far into the plot that the acting became boring. I had to hit the snooze button at least twice. Probably a 2 star or 2.5 star film. But I have to admit that the Special Effects were pretty fantastic for a two-year-old movie. That was enough for a 3 stars to me."
"May 17, 2023",POSITIVE,"It's a good movie, they shoved some unnecessary plot points in there for inclusion. But overall a good movie."
"May 15, 2023",NEGATIVE,It was an ok movie. Just hard for me to get into. The movie is just to hard to fathom as a real possibility. With their powers it's dumb they only can fight the machine things.
"May 14, 2023",NEGATIVE,Too many character with their own stories that make this film Incredible boring to keep up with it.
"May 13, 2023",POSITIVE,This movie was great hands DOWN!
"May 11, 2023",NEGATIVE,"It's hard to believe that this movie is in the same universe as Spider-Man. I'm not a marvel expert, I haven't read the comics but I enjoy the movies. I honestly I have no idea what's happening in this movie. It's hard to follow the story line and the movie seems out of place."
"May 10, 2023",NEUTRAL,It has great concept and potential which was not well executed but it's not unbearable. It would have been better if it was a tv series.
"May 10, 2023",POSITIVE,"I loved it and so did everybody I talked to....the special effects are great, the story was cool and the premise was different. It hooked us right from the beginning. The suprise twist at the end just worked. I wish they would make a sequel."
"May 10, 2023",NEGATIVE,"Boring, lame, not exciting and not fun to watch. If you're looking for a movie to fall asleep to with you cute girl friend this movie is perfect !. Brown guy with the camera filming things was pretty funny tho best part of the movie 10/10 for that part"
"May 10, 2023",NEGATIVE,Tremenda Kgda -10/10 y zzzzz
"May 9, 2023",NEGATIVE,"Overstuffed cast that isn't very memorable. I can't recall most of what happened, and I found it extremely boring. I do appreciate it being different than most MCU movies. It only wasn't executed correctly."
"May 8, 2023",NEGATIVE,https://youtu.be/b1vCgWhIyNc
"May 8, 2023",POSITIVE,"Filme muito subestimado, não é igual os outros da Marvel e por isso pessoal não gostou tanto. Mas é um ótimo filme."
"May 8, 2023",POSITIVE,It was a solid marvel movie. Not the best but I don't know why it gets so much hate.
"May 8, 2023",NEUTRAL,"Each time I watch the film I enjoy it more yet it lacks. It could've been so much more!
It has some amazing shots though."
"May 7, 2023",NEGATIVE,So long and boring. Had a hard time getting through it.
"May 7, 2023",NEGATIVE,"Watching this garbage of a movie you kind of hope they fail. The story has so many flaws. The cast are a diverse group of unlikable diversity hires written by talentless writers who are thrown in as if they had big effects on history. I still cannot fathom why beings that were created as some better beings are such trash and why anything would make such flawed beings including one that is mute... It is also insulting to all inventors that the fat black guy was inventing everything as if humans are idiots, while still acting like an idiot himself... Unlikable characters, bad story writing, and signs of a drop in visuals including the celestial that just disappears from the world by the next Marvel movie, a good example why this is more like terrible fan fiction then a real Marvel movie."
"May 7, 2023",NEUTRAL,it would be an awesome movie if they didnt feel forced to speak about Thanos and the other stuff that happened in the mcu
"May 6, 2023",NEGATIVE,"Forgetable characters, forgettable story. Don't see the point in making this movie. Even Harry Styles' cameo didn't make it better ;)"
"May 6, 2023",NEGATIVE,"My friends, family and I rented out a theater to watch Eternals. We expected so much, but we were let down. So many points where the movie wants to peak then… big let downs."
"May 6, 2023",NEUTRAL,This movie got very negative reviews. So I have no expectations for this film even though Chloe Zhao was an Academy Award winning Director. But surprisingly I liked this film. Except the characterisation the whole movie was good and good attempt for Marvel Studios. Angelina Jolie was totally underutilized.
"May 5, 2023",POSITIVE,This film deserves a 4 hour extended Zhao cut. People just hate on it because they refuse to comprehend it's true scale and it made them feel like the tiny little dumb specs of insignificant nothing that we are. I personally love being reminded of that. More Eternals plz.
"May 5, 2023",NEGATIVE,This movie was B.S I was excited for it the trailer looked good the comics are good but this movie disappointed with a thin plot and non memorable characters
"May 5, 2023",NEGATIVE,"Disappointing, bad acting and no coherent plot here, avoid it"
"May 5, 2023",NEGATIVE,eternals more like midternals i blew up when I watched this
"May 5, 2023",NEGATIVE,What an eternal movie !!
"May 5, 2023",POSITIVE,This Movie is unique marvel movie
"May 5, 2023",NEGATIVE,It's kinda watchable…
"May 3, 2023",NEGATIVE,"Not great, dull action and plot"
"May 3, 2023",NEGATIVE,Random and jumbled feeling when thrown into the MCU. Didn't enjoy the feel of it or like the characters.
"May 3, 2023",NEGATIVE,I'm honestly really disappointed in this movie it was not what I expected and it was just a horrible movie with bad script writing
"May 2, 2023",NEGATIVE,The film's pacing is horrible
"May 2, 2023",NEGATIVE,Incredibly boring and didn't feel like it fit into the Marvel cinematic universe at all.
"May 2, 2023",NEGATIVE,"good cast, convoluted mess of a movie and script, too many characters, no discernible plot."
"Apr 30, 2023",NEGATIVE,"Wow that was long, and even after all that time i still don't remeber a single character from this movie. Don't be suprised when you forget that this movie exists."
"Apr 30, 2023",NEGATIVE,A really bland movie that takes too long to progress and fails to create character arcs for most of the characters. This movie would've been more interesting as a nine-episode Disney+ show.
"Apr 30, 2023",NEGATIVE,The worst Marvel movie ever. Don't know why they got a Indy film director to do this movie. She didn't know what a superhero movie is.
"Apr 29, 2023",NEGATIVE,this is beyond atrocious....
"Apr 26, 2023",NEUTRAL,"As a marvel fan,it was nice to see something a little more dark than what phase 4 has been giving us but it still has it's flaws,it does get better when I rewatched it and the cgi looks a little off but if you are a fan of marvel or like an Angelina jolie fan the you should watch it"
"Apr 24, 2023",NEUTRAL,"It's an original movie, with good characters and a decent plot. It's not an awesome movie, but it's ok."
"Apr 23, 2023",NEUTRAL,"It's alright! Too long though for my liking. I've never seen a movie with so many flashbacks. I didn't fall in love with the cast like I do most Marvel movies, I think they're all very different characters and some of the story didn't make sense. They built up this monster that was taking characters' abilities but then he didn't do anything at the end and got killed in his first fight. 

Overall, I think the movie is worth the watch. The problem with Marvel movies now is that everyone thinks if it's nowhere near Infinity War or End game level then it's automatically a 1 star. People are hard to please. Go watch it, it's not a bad movie at all."
"Apr 21, 2023",NEUTRAL,This movie is one of the worst mcu movies no doubt but it is not terrible like for example the vfx and acting and costumes are beautiful the videography and all of that is amazing the movie suffers mainly from a bad main villain and a below average story I wouldn't watch it again but I think you should at least watch it once and if there is a sequel I wouldn't mind to watch it
"Apr 20, 2023",NEGATIVE,"An absolute snoozefest of a movie that was difficult to sit through. Plot holes galore, the story is dull and boring, and it constantly begs the question of ""Why should I care what happens to these people?"" The characters hardly show any emotion, and they aren't enjoyable or memorable to watch in the slightest. In a movie with a large cast, it is crucial to establish personality traits to distinguish the characters from each other, and unfortunately none of the characters had any notable personality. I nearly fell asleep in the second half of the movie. Not recommended whatsoever."
"Apr 18, 2023",NEGATIVE,Worst marvel movie I have ever watched.
"Apr 16, 2023",NEGATIVE,Poorly written and lacking continuity.  Forgettable characters and a disjointed story line. Totally Forgettable
"Apr 15, 2023",NEGATIVE,"Meh is the best way of describing this film. There was nothing offensive about it but their isn't much to like either. Their is cast bloat, it's too long for such a shallow story, no growth. And while I do always enjoy watching Angelina Jolie kick ass she's criminally under utilized here. Worst of all this movie kept schizophrenically switching between making you feel guilty of existing(i.e. being an irredeemable human) and humanity is special it must be saved. Be warned you will get whiplash."
"Apr 12, 2023",NEUTRAL,"Achei bacana os momentos de luta e os efeitos especiais.
Mas achei o filme esquecível, não foi muito comentado, sendo apenas mais um filme a assistir.
Tem algumas cenas empolgantes mas também possui algumas cenas bem paradas.
Em geral o filme é legal, mas nada impactante."
"Apr 10, 2023",NEGATIVE,"Eternals"" has a visually stunning presentation and ambitious world-building, but unfortunately falls short in terms of storytelling and character development. The plot is convoluted and the pacing can feel slow at times, which can make it difficult to stay engaged throughout the film. While the cast is talented, the characters lack depth and their motivations are often unclear. Overall, ""Eternals"" may be worth a watch for its impressive visuals, but it ultimately fails to deliver a compelling and coherent narrative."
"Apr 10, 2023",NEGATIVE,"Absolutely nothing redeeming about this movie. It somehow wastes over two and a half hours not developing it's way too many characters with rather flat performances. The dumbest part of this movie has to be at its climax where Ikaris is about to lazer-eyes Sersi then suddenly remembers his love life with her that had pretty much no development in the entire movie and decides to kill himself by flying close to the sun. I'm not even kidding, that's exactly what happens. These characters would've fared so much better in a Tv series with more time to develop each one, unlike some projects that would've been better as a single movie(She-Hulk as a prime example)."
"Apr 9, 2023",NEGATIVE,"Eternals is generic, boring and out of place. While the characters are doing a great job at portraying their roles and the visuals are stunning, it doesn't excuse it's predictability.

Rating: 31%"
"Apr 8, 2023",NEGATIVE,"Not absolutely horrible, but quite disappointing."
"Apr 8, 2023",NEGATIVE,One of the worst marvel movies
"Apr 8, 2023",NEGATIVE,This movie is torture.
"Apr 5, 2023",NEUTRAL,"Despite an overlong length and underdeveloped characters, Eternals is still a bit underrated."
"Apr 5, 2023",NEUTRAL,"Eternals is stunning in both cast and visuals, the main thing it lacks is stronger writing and more charisma on screen from certain key leads in its very charismatic cast."
"Apr 3, 2023",NEGATIVE,I watched it on the plane and I turned it off before the halfway point.
"Apr 2, 2023",NEGATIVE,So bad haven't managed to watch all the way through
"Mar 29, 2023",POSITIVE,"I loved the chemistry between the main cast, and the plot and lore were very interesting! I think the ending was a little so-so, along with the pacing being a bit off sometimes. But otherwise, it was a really cool movie!"
"Mar 27, 2023",NEGATIVE,Miserable. A missed opportunity.
"Mar 26, 2023",POSITIVE,"I think Eternals is a decent movie, it may not be the best compared to other marvel movies. However, the superhero's abilities and the story line I thought was good. Could it have been better? YES! I wish Salma Hayek wouldn't have died so fast, along with other eternal deaths, and I wish that it would have ended better. My main issue with the movie is how weak they are, they have lived for 7,000 years? And yet they still are learning about their power? Anyways, still love the movie and especially the concept, hope this movie comes out with a second! 💖"
"Mar 24, 2023",POSITIVE,Definitely one of my favorite marvel movies. Good long movie that was deep with meaning and action! It was so involved and I never expected how it carried on. Can't wait for the sequel!!!
"Mar 22, 2023",POSITIVE,I honestly think eternals is one of the best things marvel has put out. I love it!
"Mar 22, 2023",NEUTRAL,"Buena película, la vi sin expectativas de nada por la gran cantidad de criticas negativas que leí pero al final no comparto eso. Para empezar, no me parece para nada la peor película de Marvel, eso en mi opinión podría estar entre Thor un mundo oscuro o Iron Man 3. Eternals no me parece una mala película, es buena pero tiene algunos fallos. El mayor fallo que tiene es su duración, tranquilamente podrían haber cortado algunas partes, ya que a la vez esto desencadena a otros fallos en mi opinión como el ritmo aburrido y sofocante. El villano es normalito, Kro tiene una buena motivación pero al final termina siendo muy irrelevante debido a problemas más grandes como los celestiales. En cuanto a lo bueno, están los personajes principales, Los Eternals, en general están bien, son bien aprovechados y ninguno se siente de relleno, cada uno se siente importante en la película, además de ser carismáticos y bien representados, además de contar con buenos actores que brindan muy buenas actuaciones como Angelina Jolie, Richard Madden, Gemma Chan, Barry Keoghan, Kumail Nanjiani, Brian Tyree Henry, etc. Me gusto como exploran esa parte de la humanidad desde una perspectiva de un dios, como el propósito de los humanos que se exploran en parte de la cinta que al menos en esta partes no se explayan mucho como lo hacen en el resto de la película. El humor también me gusto, no hay mucho como en otras películas del UCM pero lo poco que hay me gusto bastante. Los efectos especiales hay que decir que están muy bien, salvo algunas pequeñas cosas que no me llegaron a convencer del todo, pero están mas que aprobados. En conclusión, una buena película de Marvel, no me parece mala, creo que cuenta una historia interesante con personajes nuevos y carismáticos pero falla en algunas cosas como en su ritmo bastante lento y su duración muy larga, aunque para mi eso no arruina la cinta. La recomiendo."
"Mar 22, 2023",POSITIVE,"una película locamente sobre odiada a mi parecer , es genial un tono único mas serio  y diferente en el ucm que nos da mitologia y mas amplia historia en el ucm personajes muy entrañables un plow twist que no me vi venir ,efectos maravillosos junto a una filmografía muy bella de mis películas favoritas del ucm solo por detrás de joyas que simplemente no puede superar  que no supera"
"Mar 18, 2023",NEGATIVE,"Boring, not funny, and writing is terrible"
"Mar 17, 2023",NEGATIVE,"Dumb, predictable, boring."
"Mar 17, 2023",NEGATIVE,Could have been good. Just another rush job
"Mar 16, 2023",NEGATIVE,bom para quem têm insônia.
"Mar 15, 2023",NEUTRAL,Decent movie for superhero fans. 
"Mar 15, 2023",NEGATIVE,"Worst movie I've every seen, and I've seen em all."
"Mar 12, 2023",NEGATIVE,So very disappointing. It's a shame Hollywood is more focused on checking all the social boxes rather than making a good movie.
"Mar 11, 2023",POSITIVE,"Overall this was a solid film that moved the overall MCU/MCMv along so that future shows (TV & Movies) have something more than just the new big bad. 
First and foremost, I was entertained. I enjoyed the new characters and the new ideas that were separate than the Infinity Saga. There was a lot going on and some may question decisions since they can't see how this film will effect the future storyline. Let's face it, if Thena was 100% she would've whipped everyone's derriere. Mark my words, the events of this film will be send ripples thru the MCU for many movies and series to come. The new characters will grow in the same capacity as our earthly heroes have since the OG Ironman film. 
I'm looking forward to the next installment."
